會計項目,流動比率,速動比率,利息保障倍數,毛利率,存貨週轉率,負債比,稅後淨利率,ROE,ROA,股票代碼,股票名稱,股票類別,判斷
2017,117.85,90.16,6.25,5.36,12.38,71.77,0.93,7.26,2.64,2356,英業達,電腦及週邊設備業,2017_2356
2017,167.39,113.42,114.93,13.69,4.4,48.19,3.7,8.84,4.56,2357,華碩,電腦及週邊設備業,2017_2357
2017,104.23,70,2.45,22.89,1.87,62.39,3.45,1.68,1.08,2362,藍天,電腦及週邊設備業,2017_2362
2017,61.67,33.56,-17.86,17,2.38,64.56,-31.84,-45.42,-15.58,2364,倫飛,電腦及週邊設備業,2017_2364
2017,198.03,176.32,4.85,21.51,5.54,32.73,1.81,1.18,0.99,2365,昆盈,電腦及週邊設備業,2017_2365
2017,240.46,178.47,814.22,17.03,5.45,37.54,4.53,11.5,7.24,2376,技嘉,電腦及週邊設備業,2017_2376
2017,206.42,128.41,1784.05,14.12,5.57,43.44,4.64,18.05,9.92,2377,微星,電腦及週邊設備業,2017_2377
2017,213.42,130.5,-128.03,21.54,2.18,31.82,-31.4,-25.69,-18.49,2380,虹光,電腦及週邊設備業,2017_2380
2017,118.86,90.29,6.01,4.47,7.58,77.37,1.42,10.42,2.9,2382,廣達,電腦及週邊設備業,2017_2382
2017,183.41,157.13,27.71,16.86,6.41,40.77,1.61,2.33,1.44,2387,精元,電腦及週邊設備業,2017_2387
2017,210.02,153.52,622.73,39.17,4.56,31.8,13.86,23.14,15.55,2395,研華,電腦及週邊設備業,2017_2395
2017,339.06,264,638.58,32.18,4.58,25.4,11.25,13.26,10.16,2397,友通,電腦及週邊設備業,2017_2397
2017,284.12,191.54,518.9,13.22,3.82,28.98,3.05,4.26,3.06,2399,映泰,電腦及週邊設備業,2017_2399
2017,332.12,285.57,-44.68,11.85,7,26.31,-3.16,-4.22,-3.06,2405,輔信,電腦及週邊設備業,2017_2405
2017,427.6,357.02,-345.96,51.19,3.45,13.55,-1.45,-0.88,-0.76,2417,圓剛,電腦及週邊設備業,2017_2417
2017,699.66,656.05,-35.9,1.81,37.86,13.31,-0.99,-3.23,-2.55,2425,承啟,電腦及週邊設備業,2017_2425
2017,142.4,46.82,-10.74,15.6,0.45,65.27,-5.29,-4.28,-1.46,2442,新美齊,電腦及週邊設備業,2017_2442
2017,109.42,67.45,-6.3,13.71,6,71.01,-2.99,-20.04,-5.27,2465,麗臺,電腦及週邊設備業,2017_2465
2017,718.64,642.48,83.27,44.55,2,13.14,7.19,2.78,2.44,2495,普安,電腦及週邊設備業,2017_2495
2017,823.06,756.68,336.69,30.21,4.45,23.96,10.94,5.36,4.17,3002,歐格,電腦及週邊設備業,2017_3002
2017,183.93,135.46,115.09,28.2,4.28,41.73,9.22,13.58,8.02,3005,神基,電腦及週邊設備業,2017_3005
2017,169.53,123.86,53.89,13.68,5.95,42.22,5.08,9.42,5.75,3013,晟銘電,電腦及週邊設備業,2017_3013
2017,132.32,98.5,9.87,12.29,4.93,68.72,3.46,10.78,3.74,3017,奇鋐,電腦及週邊設備業,2017_3017
2017,249.38,221.43,388.56,32.42,4.48,32.24,13.4,11.84,8.04,3022,威強電,電腦及週邊設備業,2017_3022
2017,170.54,141.16,-11.37,32.31,4.45,48.43,-8.74,-18.01,-7.27,3046,建碁,電腦及週邊設備業,2017_3046
2017,173.5,106.19,-85.95,36.66,1.95,43.49,-32.84,-38.04,-23.81,3057,喬鼎,電腦及週邊設備業,2017_3057
2017,190.2,136.62,0.97,8.03,6.04,41.9,0.55,0.93,-16.18,3060,銘異,電腦及週邊設備業,2017_3060
2017,106.3,70.01,3.23,3.78,10.22,79.67,0.52,6.49,2.07,3231,緯創,電腦及週邊設備業,2017_3231
2017,148.38,54.85,-15.83,16.99,1.08,39.49,-32.13,-15.36,-8.92,3494,誠研,電腦及週邊設備業,2017_3494
2017,264.59,164.18,1145.45,21.26,2.45,36.52,4.8,7.82,5.2,3515,華擎,電腦及週邊設備業,2017_3515
2017,171.73,130.77,2.35,9.87,5.13,55.87,0.73,1.62,1.14,3701,大眾控,電腦及週邊設備業,2017_3701
2017,174.3,121.4,86.8,11.62,6.68,26.36,5.29,7.45,5.37,3706,神達,電腦及週邊設備業,2017_3706
2017,138.79,80.99,7.98,23.52,2.88,57.95,2.98,7.02,3.43,4916,事欣科,電腦及週邊設備業,2017_4916
2017,135.72,93.2,22.45,3.91,9.92,63.19,1.34,8.85,3.6,4938,和碩,電腦及週邊設備業,2017_4938
2017,307.74,278.58,16.15,19.93,7.89,25.05,1.35,1.17,0.93,5215,科嘉-KY,電腦及週邊設備業,2017_5215
2017,160.21,121.07,36.36,14.22,2.67,47.34,14.17,16.82,8.8,6117,迎廣,電腦及週邊設備業,2017_6117
2017,115.21,107.35,25.48,42.63,3.86,63.16,27.14,24.52,10.64,6128,上福,電腦及週邊設備業,2017_6128
2017,182.69,108.93,29.09,37.16,3.35,40.69,3.66,8.38,5.09,6166,凌華,電腦及週邊設備業,2017_6166
2017,302.6,241.28,216.54,29.61,5.55,24.73,11.14,15.55,11.99,6206,飛捷,電腦及週邊設備業,2017_6206
2017,187.22,154.02,124.71,20.7,6.9,44.55,7.08,13.56,7.63,6230,尼得科超眾,電腦及週邊設備業,2017_6230
2017,159.5,129.94,32.89,19.99,6.01,45.1,2.66,3.55,2.27,6235,華孚,電腦及週邊設備業,2017_6235
2017,182.99,139.62,66.46,59.12,2.55,37.52,14.92,19.87,12.81,6277,宏正,電腦及週邊設備業,2017_6277
2017,172.84,140.12,8.69,22.14,7.05,62.81,5.61,15.27,6.99,6414,樺漢,電腦及週邊設備業,2017_6414
2017,153.78,107.06,7.18,38.22,2.72,78.22,13.25,25.34,7.69,8114,振樺電,電腦及週邊設備業,2017_8114
2017,150.24,119.77,19.55,16.04,7.05,47.76,3.3,7.12,3.8,8163,達方,電腦及週邊設備業,2017_8163
2017,156.61,129.03,77.4,26.65,6.4,45.7,8.26,15.77,8.9,8210,勤誠,電腦及週邊設備業,2017_8210
2017,184.39,90.38,7.02,28.76,2.68,28.45,1.15,1.54,1.29,9912,偉聯,電腦及週邊設備業,2017_9912
2018,130.99,104.87,13.32,13.09,6.02,62.12,3.85,10.73,4.45,2301,光寶科,電腦及週邊設備業,2018_2301
2018,500.76,446.42,33.49,33.44,2.57,14.51,-2.18,-0.57,-0.48,2305,全友,電腦及週邊設備業,2018_2305
2018,132.29,103.42,5.47,3.16,12.61,71.7,0.99,8.65,3.08,2324,仁寶,電腦及週邊設備業,2018_2324
2018,142.64,114.35,1.38,7.92,8.66,52.46,0.07,0.19,0.35,2331,精英,電腦及週邊設備業,2018_2331
2018,107.92,67.06,7.61,12.35,6.04,66.73,2.86,11.5,4.48,2352,佳世達,電腦及週邊設備業,2018_2352
2018,141.82,93.35,25.26,10.66,5.27,61.69,1.2,4.96,1.94,2353,宏碁,電腦及週邊設備業,2018_2353
2018,119.34,88.82,5.6,4.71,11.71,71.95,1.05,9.12,3.12,2356,英業達,電腦及週邊設備業,2018_2356
2018,156.69,98.76,82.55,14.69,3.41,50.99,1.49,3.04,1.6,2357,華碩,電腦及週邊設備業,2018_2357
2018,134.24,92.82,3.68,26.67,1.89,62.78,7.36,3.46,1.78,2362,藍天,電腦及週邊設備業,2018_2362
2018,64.7,35.73,-7.05,25.46,3.15,70.73,-9.24,-22.99,-6.52,2364,倫飛,電腦及週邊設備業,2018_2364
2018,180.63,163.52,10.15,22.2,7.13,32.07,4.71,2.87,2.15,2365,昆盈,電腦及週邊設備業,2018_2365
2018,264.33,159.18,699.22,16.62,5.03,32.37,4.1,10.31,6.71,2376,技嘉,電腦及週邊設備業,2018_2376
2018,199.3,110.25,497.33,13.61,5.34,45.72,5.1,20.92,11.6,2377,微星,電腦及週邊設備業,2018_2377
2018,155.16,100.05,-27.32,24.23,2.5,42.33,-20.05,-22.26,-13.57,2380,虹光,電腦及週邊設備業,2018_2380
2018,120.6,93.29,3.99,4.27,7.25,78.58,1.49,10.95,3.22,2382,廣達,電腦及週邊設備業,2018_2382
2018,174.85,142.13,16.84,11.82,6,42.23,1.21,1.66,1.03,2387,精元,電腦及週邊設備業,2018_2387
2018,208.84,146.62,1707.4,38.3,4.36,32.77,12.96,22.05,14.93,2395,研華,電腦及週邊設備業,2018_2395
2018,300.18,186.08,-302.16,9.52,3.24,24.65,-6.27,-7.75,-5.64,2399,映泰,電腦及週邊設備業,2018_2399
2018,448.66,322.25,-72.8,14.64,4.79,18.67,-3.23,-4.04,-3.08,2405,輔信,電腦及週邊設備業,2018_2405
2018,403.44,325.31,467.15,49.16,3.01,15.08,0.98,0.68,0.58,2417,圓剛,電腦及週邊設備業,2018_2417
2018,619.59,585.24,137.18,9.01,35.28,13.92,5.98,14.13,12.3,2425,承啟,電腦及週邊設備業,2018_2425
2018,229.4,133.93,29.57,24.55,1.43,51.78,14.27,27.27,11.83,2442,新美齊,電腦及週邊設備業,2018_2442
2018,106.42,64.38,-3.08,14.3,7.22,76.07,-2.48,-23.84,-4.78,2465,麗臺,電腦及週邊設備業,2018_2465
2018,565.82,508.32,30.98,41.4,1.9,16.53,8.63,2.87,2.53,2495,普安,電腦及週邊設備業,2018_2495
2018,968.5,873.8,44.72,28.19,3.3,25.39,-5.21,-2.29,-1.76,3002,歐格,電腦及週邊設備業,2018_3002
2018,187.68,134.39,109.99,28.13,3.93,42.05,9.79,15.43,9.05,3005,神基,電腦及週邊設備業,2018_3005
2018,157.17,111.78,22.3,7.63,6.42,49.03,2.34,5.52,3.13,3013,晟銘電,電腦及週邊設備業,2018_3013
2018,132.31,85.97,6.48,11.86,4.06,70.36,2.51,8.18,2.95,3017,奇鋐,電腦及週邊設備業,2018_3017
2018,318.85,276.5,99.1,31.89,4.81,26.93,14.52,11.52,8.19,3022,威強電,電腦及週邊設備業,2018_3022
2018,176.21,117.79,5.67,31.43,4.48,45.89,-0.64,-1.39,-0.89,3046,建碁,電腦及週邊設備業,2018_3046
2018,215.19,146.44,-3.99,32.19,2.13,43.85,-3.48,-5.14,-2.31,3057,喬鼎,電腦及週邊設備業,2018_3057
2018,176.02,110.31,-32,4.54,4.73,41.63,-5.48,-9.33,-5.27,3060,銘異,電腦及週邊設備業,2018_3060
2018,114.82,77.46,3.03,4.22,9.37,78.32,0.82,10.41,3.26,3231,緯創,電腦及週邊設備業,2018_3231
2018,491.77,419.59,-118.49,35.34,3.55,16.2,13.1,9.76,8.17,3416,融程電,電腦及週邊設備業,2018_3416
2018,128.65,42.59,-13.4,15.09,1.24,42.15,-34.45,-18.45,-10.18,3494,誠研,電腦及週邊設備業,2018_3494
2018,268.59,114.8,488.33,22.25,1.93,34.74,5.82,10.04,6.48,3515,華擎,電腦及週邊設備業,2018_3515
2018,218.68,146.77,16.95,13.03,3.94,47.61,8.16,14.49,7.38,3701,大眾控,電腦及週邊設備業,2018_3701
2018,201.68,132.93,266.54,15.57,4.09,21.32,10.72,9.09,6.95,3706,神達,電腦及週邊設備業,2018_3706
2018,139.65,80.38,7.77,23.17,2.62,57.42,3.42,7.87,3.82,4916,事欣科,電腦及週邊設備業,2018_4916
2018,130.35,85.8,6.8,3.04,9,68.09,0.83,6.07,2.43,4938,和碩,電腦及週邊設備業,2018_4938
2018,358.55,317.73,135.26,22.43,7.69,23.44,9.29,9.23,7.05,5215,科嘉-KY,電腦及週邊設備業,2018_5215
2018,135.59,89.69,-15.99,12.45,2.74,50.19,-10.26,-12.52,-6.05,6117,迎廣,電腦及週邊設備業,2018_6117
2018,142.75,104.12,3.73,32.33,9.16,49.05,0.61,1.54,0.94,6128,上福,電腦及週邊設備業,2018_6128
2018,181.76,105.63,19.05,35.57,2.77,44.82,2.33,5.32,3.21,6166,凌華,電腦及週邊設備業,2018_6166
2018,401.2,320.67,280.18,29.32,5.58,19.34,12.06,17.16,13.41,6206,飛捷,電腦及週邊設備業,2018_6206
2018,197.02,155.56,619.23,20.25,6.2,44.37,7.77,16.02,8.91,6230,尼得科超眾,電腦及週邊設備業,2018_6230
2018,118.81,102.18,24.42,20.21,6.91,50.12,4.41,7.46,4.06,6235,華孚,電腦及週邊設備業,2018_6235
2018,223.54,172.55,102.09,58.84,2.27,34.9,30.69,38.23,24.67,6277,宏正,電腦及週邊設備業,2018_6277
2018,106.58,81.85,8.52,22.13,6.35,65.6,4.16,13.18,5.3,6414,樺漢,電腦及週邊設備業,2018_6414
2018,120.51,74.24,4.17,32.43,3.32,77.85,7.7,23.65,6.83,8114,振樺電,電腦及週邊設備業,2018_8114
2018,142.07,113.4,49.12,21.45,6.86,50.55,7.59,17.48,9.04,8163,達方,電腦及週邊設備業,2018_8163
2018,151.19,130.35,93.4,26.3,8.51,45.67,9.85,21.11,11.59,8210,勤誠,電腦及週邊設備業,2018_8210
2018,177.38,88.86,9.86,32.3,2.43,28.44,1.62,2.1,1.67,9912,偉聯,電腦及週邊設備業,2018_9912
2019,134.24,112.62,15.65,15.36,5.46,60.01,5.29,12.6,5.24,2301,光寶科,電腦及週邊設備業,2019_2301
2019,444.12,404.91,5.41,29.78,2.72,23.9,1.18,0.27,0.27,2305,全友,電腦及週邊設備業,2019_2305
2019,134.14,103.48,4.67,3.46,12.01,70.01,0.81,6.93,2.57,2324,仁寶,電腦及週邊設備業,2019_2324
2019,140.3,116.61,1.85,10.94,8.27,52.82,0.19,0.48,0.49,2331,精英,電腦及週邊設備業,2019_2331
2019,119.21,76.77,6.88,13.58,5.54,64.69,2.6,10.03,4.03,2352,佳世達,電腦及週邊設備業,2019_2352
2019,144.1,95.53,20.61,10.55,5.04,62.08,1.1,4.35,1.74,2353,宏碁,電腦及週邊設備業,2019_2353
2019,119.77,90.38,4.7,4.56,11.91,70.5,0.97,8.43,3.08,2356,英業達,電腦及週邊設備業,2019_2356
2019,155.44,107.26,116.07,15.22,3.53,47.93,3.7,7.42,3.79,2357,華碩,電腦及週邊設備業,2019_2357
2019,102.9,83.07,2.59,23.06,2.79,60.36,4.9,2.63,1.64,2362,藍天,電腦及週邊設備業,2019_2362
2019,577.06,511.72,14.75,28.35,5.73,14.71,9.63,4.81,3.91,2365,昆盈,電腦及週邊設備業,2019_2365
2019,237.73,148.16,209.69,15.52,4.57,35.42,3.09,7.86,5.22,2376,技嘉,電腦及週邊設備業,2019_2376
2019,188.25,109.55,277.84,13.16,4.69,48.61,4.64,18.33,9.71,2377,微星,電腦及週邊設備業,2019_2377
2019,124.72,97.06,4.08,4.78,7.58,76.91,1.58,11.52,3.39,2382,廣達,電腦及週邊設備業,2019_2382
2019,138.22,104.19,20.38,10.15,5.7,53.89,1.8,3.18,1.72,2387,精元,電腦及週邊設備業,2019_2387
2019,233.93,167.66,372.71,38.97,4.31,30.68,13.65,23.74,16.26,2395,研華,電腦及週邊設備業,2019_2395
2019,198.67,140.48,84.49,28.36,3.73,38.59,8.89,14.9,9.62,2397,友通,電腦及週邊設備業,2019_2397
2019,269.68,204.88,42.21,11.21,3.2,26.1,2.01,2,1.53,2399,映泰,電腦及週邊設備業,2019_2399
2019,356.28,280.89,8.71,22.79,3.01,22.4,0.25,0.23,0.21,2405,輔信,電腦及週邊設備業,2019_2405
2019,386.54,314.83,9.26,50.4,2.83,17.23,1.32,0.97,0.91,2417,圓剛,電腦及週邊設備業,2019_2417
2019,302.73,249.44,26.82,7.02,19.91,27.77,2.72,7.45,6.1,2425,承啟,電腦及週邊設備業,2019_2425
2019,153.66,58.49,9.35,15.61,0.88,66.25,7.27,8.37,3.67,2442,新美齊,電腦及週邊設備業,2019_2442
2019,486.62,446.31,32.95,47.03,1.83,19.26,14.69,4.83,4.09,2495,普安,電腦及週邊設備業,2019_2495
2019,844.09,743.13,185.65,29.33,2.88,26.7,8.94,4.41,3.28,3002,歐格,電腦及週邊設備業,2019_3002
2019,179.49,129.78,70.83,28.35,3.88,45.53,8.79,14.37,8.18,3005,神基,電腦及週邊設備業,2019_3005
2019,163.96,117.7,21.61,9.37,5.52,49.21,2.6,6.14,3.27,3013,晟銘電,電腦及週邊設備業,2019_3013
2019,125.85,85.7,8.07,11.81,4.07,73.75,2.66,10.61,3.37,3017,奇鋐,電腦及週邊設備業,2019_3017
2019,326.07,277.87,4351.75,35.24,3.99,28.42,12.03,9.19,6.65,3022,威強電,電腦及週邊設備業,2019_3022
2019,116.67,80.85,3.66,4.8,9.55,75.62,1.11,12.36,3.92,3231,緯創,電腦及週邊設備業,2019_3231
2019,462.22,381.25,763.06,36.99,3.86,13.12,14.48,11.34,9.69,3416,融程電,電腦及週邊設備業,2019_3416
2019,259.03,125.81,323.88,18.18,2.21,37.13,4.85,10.35,6.64,3515,華擎,電腦及週邊設備業,2019_3515
2019,239.21,160.54,5.95,16.11,4.12,48.23,1.44,2.9,1.81,3701,大眾控,電腦及週邊設備業,2019_3701
2019,164.43,109.39,56.15,14.48,4.3,28.61,7.74,7.17,5.46,3706,神達,電腦及週邊設備業,2019_3706
2019,158.79,93.81,4.08,22.71,2.49,53.27,1.55,3.14,1.85,4916,事欣科,電腦及週邊設備業,2019_4916
2019,137.69,107,8.98,3.3,9.75,66.13,1.34,9.63,3.56,4938,和碩,電腦及週邊設備業,2019_4938
2019,347.44,311.83,444.11,28.49,7.41,24.78,11.09,12.03,9.15,5215,科嘉-KY,電腦及週邊設備業,2019_5215
2019,109.16,71.64,9.98,35.51,4.97,50.45,5.59,10.22,5.7,6128,上福,電腦及週邊設備業,2019_6128
2019,174.25,117.8,21.42,40.86,2.7,44.4,4.23,9.59,5.57,6166,凌華,電腦及週邊設備業,2019_6166
2019,449.59,371.72,311.85,35.07,4.53,18.29,13.55,15.4,12.54,6206,飛捷,電腦及週邊設備業,2019_6206
2019,197.13,160.68,1076.4,21.64,6.4,44.14,8.17,17.77,9.91,6230,尼得科超眾,電腦及週邊設備業,2019_6230
2019,213.64,161.71,30.71,60.37,1.95,34.94,14.44,16.3,10.96,6277,宏正,電腦及週邊設備業,2019_6277
2019,133.56,106.17,7.64,23.01,5.53,68.63,3.71,11.27,4.25,6414,樺漢,電腦及週邊設備業,2019_6414
2019,169.19,111.6,3.7,34.78,3.07,78.78,4.99,15.82,4.7,8114,振樺電,電腦及週邊設備業,2019_8114
2019,134.47,103.29,27.51,18.51,5.57,53.24,5.07,10.09,5.03,8163,達方,電腦及週邊設備業,2019_8163
2019,161.85,125.76,132.56,30.67,6.37,45.05,13.34,27.28,15.03,8210,勤誠,電腦及週邊設備業,2019_8210
2020,141.15,116.38,36.86,17.43,5.37,57.89,6.26,13.21,5.57,2301,光寶科,電腦及週邊設備業,2020_2301
2020,464.48,422.96,12.3,32.69,3.23,23.65,3.7,0.98,0.81,2305,全友,電腦及週邊設備業,2020_2305
2020,126.51,97.85,12.42,3.38,11.61,75.16,0.99,9.02,2.67,2324,仁寶,電腦及週邊設備業,2020_2324
2020,148.28,118.3,6.56,10.51,7.38,53.32,0.25,0.6,0.33,2331,精英,電腦及週邊設備業,2020_2331
2020,123.54,81.11,11.83,13.99,5.23,65.48,3.32,11.9,4.53,2352,佳世達,電腦及週邊設備業,2020_2352
2020,134.34,95.51,58.34,10.87,5.88,66.32,2.22,10.15,3.68,2353,宏碁,電腦及週邊設備業,2020_2353
2020,123.43,93.96,10.81,4.15,12.37,72.97,1.29,11.45,3.56,2356,英業達,電腦及週邊設備業,2020_2356
2020,156.82,98.26,200.03,17.74,3.95,45.87,6.88,14.27,7.62,2357,華碩,電腦及週邊設備業,2020_2357
2020,85.65,64.83,1.77,21.52,4.03,57.7,3.3,1.67,1.58,2362,藍天,電腦及週邊設備業,2020_2362
2020,62.25,38.25,2.35,29.79,2.93,78.06,1.79,6.06,2.32,2364,倫飛,電腦及週邊設備業,2020_2364
2020,524.47,453.24,45.44,31.18,4.67,18.81,8.89,4.69,3.99,2365,昆盈,電腦及週邊設備業,2020_2365
2020,198.08,125.51,513.82,17.1,5.28,44.54,5.12,16.73,9.96,2376,技嘉,電腦及週邊設備業,2020_2376
2020,169.13,104,301.42,14.54,5.01,54.67,5.43,23.92,11.51,2377,微星,電腦及週邊設備業,2020_2377
2020,126.63,95.38,17.37,5.86,7.56,77.36,2.33,17.38,4.21,2382,廣達,電腦及週邊設備業,2020_2382
2020,126.51,97.29,27.13,15.76,6.18,61.93,6.11,16.6,7.13,2387,精元,電腦及週邊設備業,2020_2387
2020,250.39,185.79,453.44,39.9,3.94,30.19,14.29,21.55,15.03,2395,研華,電腦及週邊設備業,2020_2395
2020,200.1,144.98,41.43,25.26,3.79,37.73,5.72,9.36,5.93,2397,友通,電腦及週邊設備業,2020_2397
2020,377.51,277.9,390.69,12.04,3.31,23.46,6.92,6.54,4.93,2399,映泰,電腦及週邊設備業,2020_2399
2020,610.44,497.98,18.98,37.31,1.84,13.17,3.56,1.82,1.58,2405,輔信,電腦及週邊設備業,2020_2405
2020,273.21,210.02,324.02,53.76,3.51,28.49,22.94,33.23,25.25,2417,圓剛,電腦及週邊設備業,2020_2417
2020,241.58,213.09,30.16,9.35,13.65,33.59,3.93,10.04,7.17,2425,承啟,電腦及週邊設備業,2020_2425
2020,110.07,72.84,3.65,12.37,8.87,81.02,0.54,8.22,2.25,2465,麗臺,電腦及週邊設備業,2020_2465
2020,864.97,766.08,175.77,24.87,3.3,27.45,6.23,3.66,2.68,3002,歐格,電腦及週邊設備業,2020_3002
2020,168.93,122.55,69.65,27.94,3.79,46.85,9.59,15.4,8.4,3005,神基,電腦及週邊設備業,2020_3005
2020,168.95,117.19,11.55,9.09,5.74,50.44,1.31,3.23,1.77,3013,晟銘電,電腦及週邊設備業,2020_3013
2020,135.76,82.02,16.76,15.71,3.38,72.25,5.23,20.12,5.79,3017,奇鋐,電腦及週邊設備業,2020_3017
2020,264.7,217.92,3954.9,36.02,3.8,30,16.75,13.86,9.81,3022,威強電,電腦及週邊設備業,2020_3022
2020,115.38,85.08,8.17,5.45,8.85,80.43,1.53,15.38,3.81,3231,緯創,電腦及週邊設備業,2020_3231
2020,311.02,230.57,947.34,34.95,3.44,20.36,13.87,11.74,9.76,3416,融程電,電腦及週邊設備業,2020_3416
2020,256.83,122.04,2072.19,21.51,2.6,37.62,8.42,21.92,13.73,3515,華擎,電腦及週邊設備業,2020_3515
2020,175.55,102.69,65.12,11.24,4.33,25.21,6.93,6.93,5.14,3706,神達,電腦及週邊設備業,2020_3706
2020,131.02,93.85,17.72,3.54,9.95,70.93,1.6,11.43,3.79,4938,和碩,電腦及週邊設備業,2020_4938
2020,331.67,294.45,269.97,38.37,8.66,27.99,19.96,30.99,22.8,5215,科嘉-KY,電腦及週邊設備業,2020_5215
2020,89.96,59.54,6.24,37.64,3.22,51.48,3.51,4.49,2.62,6128,上福,電腦及週邊設備業,2020_6128
2020,164.89,116.1,22.31,39.59,3.04,48.34,2.51,5.25,2.95,6166,凌華,電腦及週邊設備業,2020_6166
2020,466.96,389.95,335.98,34.82,4.23,17.58,13.49,12.85,10.58,6206,飛捷,電腦及週邊設備業,2020_6206
2020,176.86,143.63,1034.55,21.73,6.48,49.35,8.58,18.47,9.8,6230,尼得科超眾,電腦及週邊設備業,2020_6230
2020,121.47,101.65,41.02,23.97,4.56,46.69,32.53,31.66,15.99,6235,華孚,電腦及週邊設備業,2020_6235
2020,225.89,177.84,80.93,58.86,1.99,35.25,31.14,32.72,21.5,6277,宏正,電腦及週邊設備業,2020_6277
2020,136.13,105.75,8.41,23.3,5.29,67.26,3.75,10.8,3.93,6414,樺漢,電腦及週邊設備業,2020_6414
2020,147.9,96.22,1.86,32.51,2.69,80.98,1.31,3.76,1.63,8114,振樺電,電腦及週邊設備業,2020_8114
2020,128.36,91.21,19.33,17.26,5.02,56.41,4.27,9.37,4.45,8163,達方,電腦及週邊設備業,2020_8163
2020,115.68,79.09,120.79,25.6,4.67,50.85,12.9,26.07,13.59,8210,勤誠,電腦及週邊設備業,2020_8210
2021,136.32,106.39,80.33,18.5,4.72,60.3,8.45,18.95,7.84,2301,光寶科,電腦及週邊設備業,2021_2301
2021,455.54,386.54,11.55,32.69,2.63,22.32,3.19,0.9,0.76,2305,全友,電腦及週邊設備業,2021_2305
2021,121.1,92.51,17.65,3.36,11.31,77.37,1.11,11.57,2.9,2324,仁寶,電腦及週邊設備業,2021_2324
2021,140.8,107.54,6.53,8.33,7.43,56.44,0.29,0.86,0.46,2331,精英,電腦及週邊設備業,2021_2331
2021,124.44,67.67,19.87,14.41,4.54,64.66,4.64,16.76,6.17,2352,佳世達,電腦及週邊設備業,2021_2352
2021,135.29,89.93,46.85,11.66,5.54,69.26,3.54,17.64,5.79,2353,宏碁,電腦及週邊設備業,2021_2353
2021,115.29,80.63,11.43,4.29,9.58,77.22,1.14,10.41,2.82,2356,英業達,電腦及週邊設備業,2021_2356
2021,146.4,76.16,346.47,20.61,3.21,51.12,8.71,20.22,10.38,2357,華碩,電腦及週邊設備業,2021_2357
2021,115.21,81.1,4.52,19.69,5.16,54.75,6.66,4.43,2.49,2362,藍天,電腦及週邊設備業,2021_2362
2021,65.94,39.75,3.4,29.93,2.9,74.66,2.97,9.51,3.18,2364,倫飛,電腦及週邊設備業,2021_2364
2021,698.53,558.95,16.96,25.05,3.39,17.75,3.7,1.7,1.48,2365,昆盈,電腦及週邊設備業,2021_2365
2021,196.09,109.62,2985.51,24.27,4.42,45.79,10.94,41.08,22.49,2376,技嘉,電腦及週邊設備業,2021_2376
2021,173.89,103.24,1103.89,18.95,5,53.6,8.38,40.96,18.83,2377,微星,電腦及週邊設備業,2021_2377
2021,124.71,86.96,39.92,6.38,6.12,76.57,3.04,21.58,5.1,2382,廣達,電腦及週邊設備業,2021_2382
2021,128.17,94.59,18.89,12.05,5.88,58.59,4.32,11.86,4.98,2387,精元,電腦及週邊設備業,2021_2387
2021,222.29,146.45,655.54,37.75,3.59,33.66,14.17,22.63,15.4,2395,研華,電腦及週邊設備業,2021_2395
2021,184.81,105.89,41.15,19.08,4.18,55.3,5.92,14.84,7.86,2397,友通,電腦及週邊設備業,2021_2397
2021,330.45,207.58,8137.82,18.74,2.75,26.23,13.03,15.79,11.85,2399,映泰,電腦及週邊設備業,2021_2399
2021,381.33,291.72,92.97,39.01,1.92,21.16,10.64,5.58,4.66,2405,輔信,電腦及週邊設備業,2021_2405
2021,202.32,137.53,66.01,49.4,1.8,33.5,7.82,7.44,5.24,2417,圓剛,電腦及週邊設備業,2021_2417
2021,220.57,181.64,37.37,10.38,14.87,39.52,2.5,8.16,5.3,2425,承啟,電腦及週邊設備業,2021_2425
2021,152.5,42.42,75.56,36.48,0.13,63.65,31.28,11.46,4.1,2442,新美齊,電腦及週邊設備業,2021_2442
2021,152.11,95.22,37.73,17.79,12.98,62.61,4.93,81.3,24.26,2465,麗臺,電腦及週邊設備業,2021_2465
2021,334.05,307.99,16.6,43.75,1.83,28.06,12.28,3.66,2.9,2495,普安,電腦及週邊設備業,2021_2495
2021,186.61,121.13,127.18,25.15,3.45,44.31,14.17,22.46,12.33,3005,神基,電腦及週邊設備業,2021_3005
2021,138.09,82.26,33.65,17.72,2.87,72.31,7.04,26.25,7.5,3017,奇鋐,電腦及週邊設備業,2021_3017
2021,262.47,203.74,2356.35,33.51,3.15,30.69,13.86,11.07,7.72,3022,威強電,電腦及週邊設備業,2021_3022
2021,135.43,119.24,49.47,14.05,10.87,61.85,5.3,21.84,8.45,3046,建碁,電腦及週邊設備業,2021_3046
2021,219.66,132.29,2.07,36.27,1.45,42.57,0.05,0.06,0.06,3057,喬鼎,電腦及週邊設備業,2021_3057
2021,171.83,112.17,27.17,16.48,3.86,43.2,4.36,6.26,3.85,3060,銘異,電腦及週邊設備業,2021_3060
2021,115.37,71.23,11.23,5.93,6.32,81.4,1.71,16.7,3.49,3231,緯創,電腦及週邊設備業,2021_3231
